num;id;box;genus;Subgenus;sp;ssp;loc;sex;Hauteur_platine;form;Note
918;ACC0135;BAC-0007;Parides;-;sesostris;sesostris;Guyane;F;60;;ant.droite+post.droite
919;ACC0136;BAC-0008;Parides;-;photinus;photinus;Mexique;M;60;;
920;ACC0137;BAC-0008;Parides;-;photinus;photinus;Mexique;M;60;;
921;ACC0138;BAC-0008;Parides;-;photinus;photinus;Honduras;F;60;;
922;ACC0139;BAC-0009;Parides;-;photinus;photinus;Mexique;F;60;;
923;ACC0140;BAC-0009;Parides;-;montezuma;-;Mexique;M;60;;
924;ACC0141;BAC-0009;Parides;-;montezuma;-;Nicaragua;M;60;;
925;ACC0142;BAC-0009;Parides;-;montezuma;-;Honduras;F;60;;
926;ACC0143;BAC-0009;Parides;-;montezuma;-;Mexique;F;60;;
927;ACC0144;BAC-0010;Parides;-;childrenae;oedippus;Colombie;M;60;;
928;ACC0145;BAC-0010;Parides;-;childrenae;oedippus;NA;M;60;;
929;ACC0146;BAC-0010;Parides;-;childrenae;oedippus;Colombie;F;60;;
930;ACC0147;BAC-0010;Parides;-;childrenae;oedippus;NA;F;60;;
931;ACC0148;BAC-0010;Parides;-;ascanius;-;Brésil;M;60;;
932;ACC0149;BAC-0010;Parides;-;ascanius;-;Brésil;M;60;;
933;ACC0150;BAC-0010;Parides;-;ascanius;-;Brésil;F;60;;ant.droite+post.droite
934;ACC0151;BAC-0010;Parides;-;ascanius;-;Brésil;F;60;;ant.droite+post.droite
935;ACC0152;BAC-0011;Parides;-;chabrias;chabrias;Pérou;M;60;;
936;ACC0153;BAC-0011;Parides;-;chabrias;chabrias;Pérou;M;60;;
937;ACC0154;BAC-0011;Parides;-;chabrias;chabrias;Pérou;F;60;;
938;ACC0155;BAC-0011;Parides;-;chabrias;chabrias;Pérou;F;60;;
939;ACC0156;BAC-0012;Parides;-;agavus;-;Equateur;M;60;;
940;ACC0157;BAC-0012;Parides;-;agavus;-;Brésil;M;60;;
941;ACC0158;BAC-0012;Parides;-;agavus;-;Brésil;F;60;;
942;ACC0159;BAC-0012;Parides;-;agavus;-;Brésil;F;60;;
943;ACC0160;BAC-0013;Parides;-;proneus;-;Brésil;M;60;;
944;ACC0161;BAC-0013;Parides;-;proneus;-;Brésil;M;60;;
945;ACC0162;BAC-0013;Parides;-;proneus;-;Brésil;F;60;;
946;ACC0163;BAC-0013;Parides;-;proneus;-;Brésil;F;60;;ant.droite+post.droite
947;ACC0164;BAC-0014;Parides;-;bunichus;bunichus;Brésil;M;60;;
948;ACC0165;BAC-0014;Parides;-;bunichus;bunichus;Brésil;M;60;;
949;ACC0166;BAC-0014;Parides;-;bunichus;bunichus;Brésil;F;60;;
950;ACC0167;BAC-0014;Parides;-;bunichus;bunichus;Brésil;F;60;;
951;ACC0168;BAC-0015;Parides;-;erithalion;erithalion;Colombie;M;60;;
952;ACC0169;BAC-0015;Parides;-;erithalion;erithalion;Colombie;M;60;;
953;ACC0170;BAC-0015;Parides;-;erithalion;erithalion;Colombie;F;60;;
954;ACC0171;BAC-0015;Parides;-;erithalion;erithalion;Colombie;F;60;;
955;ACC0172;BAC-0016;Parides;-;iphidamas;iphidamas;Mexique;M;60;;
956;ACC0173;BAC-0016;Parides;-;iphidamas;iphidamas;Mexique;M;60;;
957;ACC0174;BAC-0016;Parides;-;iphidamas;iphidamas;Mexique;F;60;;
958;ACC0175;BAC-0016;Parides;-;iphidamas;iphidamas;Mexique;F;60;;
959;ACC0176;BAC-0017;Parides;-;panares;lycimenes;Guatemala;M;60;;
960;ACC0177;BAC-0017;Parides;-;panares;lycimenes;Colombie;M;60;;
961;ACC0178;BAC-0017;Parides;-;panares;lycimenes;Mexique;F;60;;
962;ACC0179;BAC-0017;Parides;-;panares;lycimenes;Salvadore;F;60;;
963;ACC0180;BAC-0018;Battus;-;belus;belus;Brésil;M;60;;
964;ACC0181;BAC-0018;Battus;-;belus;belus;Pérou;M;60;;
965;ACC0182;BAC-0018;Battus;-;belus;belus;Guyane;F;60;;
966;ACC0183;BAC-0018;Battus;-;belus;belus;Equateur;F;60;;
967;ACC0184;BAC-0019;Battus;-;crassus;crassus;Paraguay;M;60;;
968;ACC0185;BAC-0019;Battus;-;crassus;crassus;Brésil;M;60;;
969;ACC0186;BAC-0019;Battus;-;crassus;crassus;Brésil;F;60;;
970;ACC0187;BAC-0019;Battus;-;crassus;crassus;Brésil;F;60;;
971;ACC0188;BAC-0020;Battus;-;polystictus;polystictus;Paraguay;M;60;;
972;ACC0189;BAC-0020;Battus;-;polystictus;polystictus;Brésil;M;60;;
973;ACC0190;BAC-0020;Battus;-;polystictus;polystictus;Brésil;F;60;;
974;ACC0191;BAC-0020;Battus;-;polystictus;polystictus;Pérou;F;60;;
975;ACC0192;BAC-0021;Battus;-;philenor;philenor;USA;M;60;;
976;ACC0193;BAC-0021;Battus;-;philenor;philenor;USA;M;60;;
977;ACC0194;BAC-0021;Battus;-;philenor;philenor;USA;F;60;;
978;ACC0195;BAC-0021;Battus;-;philenor;philenor;USA;F;60;;
979;ACC0196;BAC-0022;Battus;-;polydamas;polydamas;Trinité;F;60;;
980;ACC0197;BAC-0022;Battus;-;polydamas;polydamas;Argentine;M;60;;
981;ACC0198;BAC-0022;Battus;-;polydamas;polydamas;Trinité;M;60;;
982;ACC0199;BAC-0022;Battus;-;polydamas;polydamas;Venezuela;M;60;;
983;ACC0200;BAC-0023;Eurytides;-;serville;serville;Equateur;M;60;;
984;ACC0201;BAC-0023;Eurytides;-;serville;serville;Equateur;M;60;;
985;ACC0202;BAC-0024;Eurytides;-;orabilis;orabilis;Colombie;M;60;;
986;ACC0203;BAC-0024;Eurytides;-;orabilis;isocharis;Colombie;M;60;;
987;ACC0204;BAC-0024;Protographium;-;dioxippus;-;Colombie;M;60;;
988;ACC0205;BAC-0024;Protographium;-;dioxippus;-;Colombie;M;60;;
989;ACC0206;BAC-0026;Protesilaus;-;protesilaus;archesilaus;Colombie;M;60;;
990;ACC0207;BAC-0026;Protesilaus;-;protesilaus;archesilaus;Colombie;M;60;;
991;ACC0208;BAC-0026;Protesilaus;-;protesilaus;archesilaus;Colombie;F;60;;
992;ACC0209;BAC-0026;Protesilaus;-;protesilaus;archesilaus;Colombie;F;60;;
993;ACC0210;BAC-0025;Protesilaus;-;helios;-;Brésil;M;60;;
994;ACC0211;BAC-0027;Protesilaus;-;glaucolaus;glaucolaus;Colombie;M;60;;
995;ACC0212;BAC-0027;Protesilaus;-;glaucolaus;glaucolaus;Colombie;M;60;;
996;ACC0213;BAC-0028;Protesilaus;-;molops;molops;Colombie;M;60;;
997;ACC0214;BAC-0028;Protesilaus;-;molops;molops;Colombie;M;60;;
998;ACC0215;BAC-0028;Protesilaus;-;molops;aetherius;Guyane;F;60;;
999;ACC0216;BAC-0028;Protesilaus;-;molops;megalurus;Brésil;F;60;;
1000;ACC0217;BAC-0029;Protesilaus;-;telesilaus;telesilaus;Brésil;M;60;;
1001;ACC0218;BAC-0029;Protesilaus;-;telesilaus;telesilaus;Brésil;M;60;;
1002;ACC0219;BAC-0029;Protesilaus;-;telesilaus;telesilaus;Colombie;F;60;;
1003;ACC0220;BAC-0030;Mimoides;-;ilus;-;Panama;M;60;;
1004;ACC0221;BAC-0030;Mimoides;-;ilus;-;NA;M;60;;
1005;ACC0222;BAC-0031;Mimoides;-;euryleon;euryleon;Bolivie;F;60;;
1006;ACC0223;BAC-0031;Mimoides;-;euryleon;euryleon;Colombie;F;60;;
1007;ACC0224;BAC-0031;Mimoides;-;euryleon;euryleon;Colombie;M;60;;
1008;ACC0225;BAC-0031;Mimoides;-;euryleon;euryleon;Colombie;M;60;;
1009;ACC0226;BAC-0032;Mimoides;-;lysithous;lysithous;Brésil;M;60;;
1010;ACC0227;BAC-0032;Mimoides;-;lysithous;lysithous;Brésil;M;60;;
1011;ACC0228;BAC-0032;Mimoides;-;lysithous;lysithous;Brésil;F;60;;
1012;ACC0229;BAC-0032;Mimoides;-;lysithous;lysithous;Brésil;F;60;;
1013;ACC0230;BAC-0033;Mimoides;-;pausanias;pausanias;Equateur;M;60;;
1014;ACC0231;BAC-0033;Mimoides;-;pausanias;pausanias;Brésil;M;60;;
1015;ACC0232;BAC-0034;Protographium;-;marcellus;marcellus;USA;F;60;;
1016;ACC0233;BAC-0034;Protographium;-;marcellus;marcellus;Canada;F;60;;
1017;ACC0234;BAC-0034;Protographium;-;marcellus;marcellus;USA;M;60;;
1018;ACC0235;BAC-0034;Protographium;-;marcellus;marcellus;USA;M;60;;
1019;ACC0236;BAC-0035;Protographium;-;asius;-;Brésil;M;60;;
1020;ACC0237;BAC-0035;Protographium;-;asius;-;Brésil;M;60;;
1021;ACC0238;BAC-0035;Protographium;-;asius;-;Brésil;F;60;;
1022;ACC0239;BAC-0036;Protographium;-;epidaus;epidaus;Guatemala;M;60;;
1023;ACC0240;BAC-0036;Protographium;-;epidaus;fenochionis;Costa Rica;M;60;;
1024;ACC0241;BAC-0036;Protographium;-;epidaus;fenochionis;Costa Rica;F;60;;
1025;ACC0242;BAC-0037;Protographium;-;leosthenes;leosthenes;Australie;M;60;;
1026;ACC0243;BAC-0037;Protographium;-;leosthenes;leosthenes;Australie;M;60;;
1027;ACC0244;BAC-0037;Protographium;-;leosthenes;leosthenes;Australie;F;60;;
1028;ACC0245;BAC-0037;Protographium;-;leosthenes;leosthenes;Australie;F;60;;
1029;ACC0246;BAC-0038;Protographium;-;leucaspis;lamis;USA;M;60;;
1030;ACC0247;BAC-0038;Protographium;-;leucaspis;lamis;Equateur;M;60;;
1031;ACC0248;BAC-0039;Protographium;-;philolaus;-;Mexique;M;60;;
1032;ACC0249;BAC-0039;Protographium;-;philolaus;-;Guatemala;M;60;;
1033;ACC0250;BAC-0039;Protographium;-;philolaus;-;Mexique;F;60;;
1034;ACC0251;BAC-0040;Protographium;-;thyastes;thyastes;Pérou;M;60;;
1035;ACC0252;BAC-0040;Protographium;-;thyastes;thyastes;Brésil;M;60;;
1036;ACC0253;BAC-0041;Lamproptera;-;curius;-;Chine;M;45;;
1037;ACC0254;BAC-0041;Lamproptera;-;curius;-;Inde;M;45;walkeri;
1038;ACC0255;BAC-0041;Lamproptera;-;curius;-;Chine;F;45;walkeri;
1039;ACC0256;BAC-0041;Lamproptera;-;curius;-;Chine;F;45;;
1040;ACC0257;BAC-0041;Lamproptera;-;meges;-;Chine;M;45;virescens;
1041;ACC0258;BAC-0041;Lamproptera;-;meges;-;Chine;M;45;virescens;
1042;ACC0259;BAC-0041;Lamproptera;-;meges;-;Laos;F;45;virescens;
1043;ACC0260;BAC-0042;Graphium;-;agamemnon;agamemnon;Inde;M;55;;
1044;ACC0261;BAC-0042;Graphium;-;agamemnon;agamemnon;Chine;M;55;;
1045;ACC0262;BAC-0043;Graphium;-;agamemnon;agamemnon;Malaisie;F;55;;
1046;ACC0263;BAC-0043;Graphium;-;agamemnon;agamemnon;Vietnam;F;55;;
1047;ACC0264;BAC-0044;Graphium;-;sarpedon;sarpedon;Indonésie (Java);M;55;;
1048;ACC0265;BAC-0044;Graphium;-;sarpedon;sarpedon;Inde;M;55;;
1049;ACC0266;BAC-0045;Graphium;-;sarpedon;sarpedon;Chine;F;55;;
1050;ACC0267;BAC-0045;Graphium;-;sarpedon;sarpedon;Indonésie (Sumatra);F;55;;
1051;ACC0268;BAC-0046;Graphium;-;doson;doson;Inde;M;55;;
1052;ACC0269;BAC-0046;Graphium;-;doson;doson;Inde;M;55;;
1053;ACC0270;BAC-0046;Graphium;-;doson;doson;Vietnam;F;55;;
1054;ACC0271;BAC-0046;Graphium;-;doson;doson;Chine;F;55;;
1055;EL75300;EL-B4798;Graphium;-;arycles;arycles;Malaisie;F;55;;
1056;EL75301;EL-B4798;Graphium;-;arycles;arycles;Malaisie;F;55;;
1057;EL75302;EL-B4798;Graphium;-;arycles;arycles;Malaisie;M;55;;
1058;EL75303;EL-B4798;Graphium;-;arycles;arycles;Malaisie;M;55;;
1059;EL75304;EL-B4799;Graphium;-;bathycles;bathycles;Indonésie (Java);M;55;;
1060;EL75305;EL-B4799;Graphium;-;bathycles;bathycles;Indonésie (Java);M;55;;
1061;EL75306;EL-B4799;Graphium;-;eurypylus;eurypylus;NA;M;55;;
1062;EL75307;EL-B4799;Graphium;-;eurypylus;eurypylus;NA;M;55;;
1063;EL75308;EL-B4799;Graphium;-;meyeri;meyeri;Indonésie (Célèbes);M;55;;
1064;EL75309;EL-B4799;Graphium;-;meyeri;meyeri;Indonésie (Célèbes);M;55;;
1065;EL75310;EL-B4799;Graphium;-;meyeri;extremum;Indonésie (Célèbes);F;55;;
1066;EL75311;EL-B4800;Graphium;-;chironides;chironides;Vietnam;M;55;;
1067;EL75312;EL-B4800;Graphium;-;chironides;chironides;Vietnam;M;55;;
1068;EL75313;EL-B4801;Graphium;Pathysa;antiphates;pompilius;Vietnam;M;55;;
1069;EL75314;EL-B4801;Graphium;Pathysa;antiphates;pompilius;Vietnam;M;55;;
1070;EL75315;EL-B4801;Graphium;Pathysa;antiphates;pompilius;Vietnam;F;55;;
1071;EL75316;EL-B4802;Graphium;-;cloanthus;cloanthus;Bhoutan;M;55;;
1072;EL75317;EL-B4802;Graphium;-;cloanthus;cloanthus;Inde;M;55;;
1073;EL75318;EL-B4802;Graphium;-;cloanthus;cloanthus;Inde;F;55;;
1074;EL75319;EL-B4802;Graphium;-;cloanthus;cloanthus;Inde;F;55;;
1075;EL75320;EL-B4803;Graphium;-; codrus; codrus;Indonésie (Amboine);M;55;;
1076;EL75321;EL-B4803;Graphium;-; codrus; codrus;Indonésie (Amboine);F;55;;
1077;EL75322;EL-B4803;Graphium;-; codrus;medon;Nouvelle-Guinée;M;55;;
1078;EL75323;EL-B4803;Graphium;-; codrus;medon;Nouvelle-Guinée;F;55;;
1079;EL75324;EL-B4804;Graphium;-;empedovana;-;Indonésie (Bornéo);M;55;;
1080;EL75325;EL-B4804;Graphium;-;empedovana;-;Indonésie (Bornéo);M;55;;
1081;EL75326;EL-B4805;Graphium;-;evemon;albociliatus;Malaisie;M;55;;
1082;EL75327;EL-B4805;Graphium;-;evemon;albociliatus;Inde;M;55;;
1083;EL75328;EL-B4806;Graphium;-;evemon;albociliatus;Malaisie;F;55;;
1084;EL75329;EL-B4806;Graphium;-;evemon;albociliatus;Malaisie;F;55;;
1085;EL75330;EL-B4807;Graphium;-;leechi;-;Chine;M;55;;
1086;EL75331;EL-B4807;Graphium;-;wallacei;wallacei;Nouvelle-Guinée;M;55;;
1087;EL75332;EL-B4807;Graphium;-;wallacei;wallacei;NA;M;55;;
1088;EL75333;EL-B4807;Graphium;-;wallacei;wallacei;Indonésie (Amboine);F;55;;
1089;EL75334;EL-B4808;Graphium;-;macfarlanei;macfarlanei;Indonésie (Moluques);M;55;;
1090;EL75335;EL-B4808;Graphium;-;macfarlanei;macfarlanei;Indonésie (Célèbes);M;55;;
1091;EL75336;EL-B4808;Graphium;-;macfarlanei;macfarlanei;Indonésie (Célèbes);F;55;;
1092;EL75337;EL-B4808;Graphium;-;macfarlanei;macfarlanei;Indonésie (Moluques);F;55;;
1093;EL75338;EL-B4809;Graphium;-;macleayanus;macleayanus;Australie;M;55;;
1094;EL75339;EL-B4809;Graphium;-;macleayanus;macleayanus;Australie;M;55;;
1095;EL75340;EL-B4809;Graphium;-;macleayanus;macleayanus;Australie;F;55;;
1096;EL75341;EL-B4809;Graphium;-;macleayanus;macleayanus;Australie;F;55;;
1097;EL75342;EL-B4809;Graphium;-;weiskei;-;Nouvelle-Guinée;M;55;;
1098;EL75343;EL-B4809;Graphium;-;weiskei;-;Nouvelle-Guinée;M;55;;
1099;EL75344;EL-B4809;Graphium;-;weiskei;-;Nouvelle-Guinée;F;55;;
1100;EL75345;EL-B4809;Graphium;-;weiskei;-;Nouvelle-Guinée;F;55;;
1101;EL75346;EL-B4810;Graphium;-;milon;milon;Indonésie (Célèbes);M;55;;
1102;EL75347;EL-B4810;Graphium;-;milon;milon;Indonésie (Amboine);M;55;;
1103;EL75348;EL-B4811;Graphium;-;milon;anthedon;Indonésie (Ceram);F;55;;
1104;EL75349;EL-B4812;Graphium;Arisbe;adamastor;-;Côte d'Ivoire;M;55;;
1105;EL75350;EL-B4812;Graphium;Arisbe;adamastor;-;Bénin;M;55;;
1106;EL75351;EL-B4812;Graphium;Arisbe;adamastor;-;Côte d'Ivoire;F;55;;
1107;EL75352;EL-B4812;Graphium;Arisbe;adamastor;-;NA;F;55;;
1108;EL75353;EL-B4813;Graphium;Arisbe;angolanus;angolanus;Gabon;M;55;;
1109;EL75354;EL-B4813;Graphium;Arisbe;angolanus;angolanus;Congo;M;55;;
1110;EL75355;EL-B4814;Graphium;Arisbe;angolanus;angolanus;Syrie;F;55;;
1111;EL75356;EL-B4814;Graphium;Arisbe;angolanus;angolanus;Tanzanie;F;55;;
1112;EL75357;EL-B4815;Graphium;Arisbe;latreillianus;theorini;NA;F;55;;
1113;EL75358;EL-B4815;Graphium;Arisbe;latreillianus;theorini;Congo;M;55;;
1114;EL75359;EL-B4815;Graphium;Arisbe;latreillianus;theorini;Gabon;M;55;;
1115;EL75360;EL-B4816;Graphium;Arisbe;leonidas;leonidas;Tanzanie;M;55;;
1116;EL75361;EL-B4816;Graphium;Arisbe;leonidas;leonidas;Tanzanie;M;55;;
1117;EL75362;EL-B4816;Graphium;Arisbe;leonidas;leonidas;Bénin;F;55;;
1118;EL75363;EL-B4816;Graphium;Arisbe;leonidas;leonidas;Kenya;F;55;;
1119;EL75364;EL-B4817;Graphium;Arisbe;ridleyanus;ridleyanus;Congo;M;55;;
1120;EL75365;EL-B4817;Graphium;Arisbe;ridleyanus;ridleyanus;Gabon;M;55;;
1121;EL75366;EL-B4818;Graphium;Arisbe;ridleyanus;ridleyanus;RCA;F;55;;
1122;EL75367;EL-B4818;Graphium;Arisbe;ridleyanus;ridleyanus;Congo;F;55;;
1123;EL75368;EL-B4819;Graphium;Arisbe;tynderaeus;-;Sierra Léone;M;55;;
1124;EL75369;EL-B4819;Graphium;Arisbe;tynderaeus;-;RCA;M;55;;
1125;EL75370;EL-B4820;Graphium;Arisbe;tynderaeus;-;Congo;F;55;;
1126;EL75371;EL-B4820;Graphium;Arisbe;tynderaeus;-;Côte d'Ivoire;F;55;;
1127;EL75372;EL-B4821;Graphium;Paranticopsis;delessertii;delessertii;Indonésie (Bornéo);M;55;;
1128;EL75373;EL-B4821;Graphium;Paranticopsis;delessertii;delessertii;Malaisie;M;55;;
1129;EL75374;EL-B4822;Graphium;Paranticopsis;delessertii;delessertii;Malaisie;F;55;;
1130;EL75375;EL-B4822;Graphium;Paranticopsis;delessertii;delessertii;Malaisie;F;55;;
1131;EL75376;EL-B4823;Graphium;Paranticopsis;macareus;macareus;NA;M;55;;
1132;EL75377;EL-B4823;Graphium;Paranticopsis;macareus;macareus;Indonésie (Java);M;55;;
1133;EL75378;EL-B4823;Graphium;Paranticopsis;phidias;-;Vietnam;M;55;;
1134;EL75379;EL-B4823;Graphium;Paranticopsis;phidias;-;Vietnam;M;55;;
1135;EL75380;EL-B4824;Graphium;Paranticopsis;ramaceus;leucothoe;Malaisie;M;55;;
1136;EL75381;EL-B4824;Graphium;Paranticopsis;ramaceus;leucothoe;Malaisie;M;55;;
1137;EL75382;EL-B4825;Graphium;Paranticopsis;thule;-;Nouvelle-Guinée;M;55;;
1138;EL75383;EL-B4825;Graphium;Paranticopsis;thule;-;Nouvelle-Guinée;M;55;;
1139;EL75384;EL-B4826;Graphium;Paranticopsis;xenocles;xenocles;Inde;M;55;;
1140;EL75385;EL-B4826;Graphium;Paranticopsis;xenocles;xenocles;Inde;M;55;;
1141;EL75386;EL-B4827;Graphium;Paranticopsis;xenocles;xenocles;Inde;F;55;;
1142;EL75387;EL-B4827;Graphium;Paranticopsis;xenocles;xenocles;Inde;F;55;;
1143;EL75388;EL-B4828;Graphium;Pathysa;agetes;agetes;Thaïlande;M;55;;
1144;EL75389;EL-B4828;Graphium;Pathysa;agetes;agetes;Chine;M;55;;
1145;EL75390;EL-B4828;Graphium;Pathysa;agetes;agetes;NA;F;55;;
1146;EL75391;EL-B4828;Graphium;Pathysa;agetes;agetes;Inde;F;55;;
1147;EL75392;EL-B4829;Graphium;Pathysa;androcles;androcles;Indonésie (Célèbes);M;60;;
1148;EL75393;EL-B4829;Graphium;Pathysa;androcles;androcles;Indonésie (Célèbes);M;60;;
1149;EL75394;EL-B4830;Graphium;Pathysa;aristeus;anticrates;Inde;M;55;;
1150;EL75395;EL-B4830;Graphium;Pathysa;aristeus;anticrates;Inde;M;55;;
1151;EL75396;EL-B4829;Graphium;Pathysa;dorcus;dorcus;Indonésie (Célèbes);M;55;;ant.gauche+post.droit
1152;EL75397;EL-B4831;Graphium;Pathysa;nomius;nomius;Thaïlande;M;55;;
1153;EL75398;EL-B4831;Graphium;Pathysa;nomius;nomius;Thaïlande;M;55;;
1154;EL75399;EL-B4831;Graphium;Pathysa;nomius;nomius;Vietnam;F;55;;
1155;EL75400;EL-B4832;Graphium;Pathysa;nomius;nomius;Inde;F;55;;
1156;EL75401;EL-B4833;Graphium;Pazala;eurous;asakurae;Taïwan;M;55;;
1157;EL75402;EL-B4833;Graphium;Pazala;eurous;asakurae;Taïwan;F;55;;post.droit
1158;EL75403;EL-B4833;Graphium;Pazala;eurous;casehmirensis;NA;M;55;;
1159;EL75404;EL-B4833;Graphium;Pazala;eurous;casehmirensis;Bhoutan;F;55;;
1160;EL75405;EL-B4834;Graphium;Pazala;glycerion;-;Thibet;M;55;;
1161;EL75406;EL-B4834;Graphium;Pazala;glycerion;-;Chine;M;55;;
1162;EL75407;EL-B4835;Allancastria;-;cerisyi;cerisyi;Turquie;M;55;;
1163;EL75408;EL-B4835;Allancastria;-;cerisyi;cerisyi;Turquie;M;55;;
1164;EL75409;EL-B4835;Allancastria;-;cerisyi;cerisyi;Turquie;F;55;;
1165;EL75410;EL-B4835;Allancastria;-;cerisyi;cerisyi;Syrie;F;55;;
1166;EL75411;EL-B4836;Allancastria;-;cretica;cretica;Grèce (Crête);M;55;;
1167;EL75412;EL-B4836;Allancastria;-;cretica;cretica;Grèce (Crête);M;55;;
1168;EL75413;EL-B4836;Allancastria;-;cretica;cretica;Grèce (Crête);F;55;;
1169;EL75414;EL-B4836;Allancastria;-;cretica;cretica;Grèce (Crête);F;55;;
1170;EL75415;EL-B4837;Allancastria;-;deyrollei;deyrollei;Turquie;M;55;;
1171;EL75416;EL-B4837;Allancastria;-;deyrollei;deyrollei;Turquie;M;55;;
1172;EL75417;EL-B4837;Allancastria;-;deyrollei;deyrollei;Turquie;F;55;pallidior;
1173;EL75418;EL-B4837;Allancastria;-;deyrollei;deyrollei;Turquie;F;55;albidior;
1174;EL75419;EL-B4837;Allancastria;-;deyrollei;deyrollei;Turquie;F;55;typique;
1175;EL75420;EL-B4837;Allancastria;-;deyrollei;deyrollei;Turquie;F;55;obscurior;
1176;EL75421;EL-B4835;Allancastria;-;louristana;-;Iran;M;55;;
1177;EL75422;EL-B4835;Allancastria;-;louristana;-;Iran;M;55;;
1178;EL75423;EL-B4838;Zerynthia;-;polyxena;-;France;F;50;;
1179;EL75424;EL-B4838;Zerynthia;-;polyxena;-;France;F;50;;
1180;EL75425;EL-B4838;Zerynthia;-;polyxena;-;France;M;50;;
1181;EL75426;EL-B4838;Zerynthia;-;polyxena;-;France;M;50;;
1182;EL75427;EL-B4839;Zerynthia;-;rumina;rumina;Maroc;M;50;;
1183;EL75428;EL-B4839;Zerynthia;-;rumina;rumina;Espagne;M;50;;
1184;EL75429;EL-B4839;Zerynthia;-;rumina;rumina;Espagne;F;50;;
1185;EL75430;EL-B4839;Zerynthia;-;rumina;rumina;Algérie;F;50;;
1186;EL75431;EL-B4840;Bhutanitis;-;lidderdalii;-;Inde;M;60;;ant.gauche+post.gauche
1187;EL75432;EL-B4840;Bhutanitis;-;lidderdalii;-;Bhoutan;M;60;;
1188;EL75433;EL-B4840;Bhutanitis;-;thaidina;-;Thibet;F;60;;
1189;EL75434;EL-B4840;Bhutanitis;-;thaidina;-;Thibet;M;60;;
1190;EL75435;EL-B4840;Bhutanitis;-;thaidina;-;Thibet;M;60;;
1191;EL75436;EL-B4841;Sericinus;-;montela;montela;Chine;M;60;;
1192;EL75437;EL-B4841;Sericinus;-;montela;montela;Chine;M;60;;
1193;EL75438;EL-B4841;Sericinus;-;montela;montela;Chine;F;60;;
1194;EL75439;EL-B4842;Sericinus;-;montela;montela;Chine;F;60;;
1195;EL75440;EL-B4843;Archon;-;apollinus;apollinus;Syrie;M;50;;
1196;EL75441;EL-B4843;Archon;-;apollinus;apollinus;Syrie;M;50;;
1197;EL75442;EL-B4843;Archon;-;apollinus;apollinus;Syrie;F;50;;
1198;EL75443;EL-B4843;Archon;-;apollinus;apollinus;Syrie;F;50;;
1199;EL75444;EL-B4844;Archon;-;apollinaris;-;Arménie;M;50;;
1200;EL75445;EL-B4844;Archon;-;apollinaris;-;Arménie;M;50;;
1201;EL75446;EL-B4844;Archon;-;apollinaris;-;Kurdistan;F;50;;
1202;EL75447;EL-B4844;Archon;-;apollinaris;-;Arménie;F;50;;
1203;EL75448;EL-B4845;Luehdorfia;-;puziloi;-;Sibérie;F;50;;
1204;EL75449;EL-B4845;Luehdorfia;-;puziloi;-;Sibérie;F;50;;
1205;EL75450;EL-B4845;Luehdorfia;-;chinensis;-;Chine;F;50;;
1206;EL75451;EL-B4845;Luehdorfia;-;chinensis;-;Chine;F;50;;
1207;ACC0272;EL-B4845;Luehdorfia;-;puziloi;-;Sibérie;M;50;;
1208;ACC0273;EL-B4845;Luehdorfia;-;puziloi;-;Sibérie;M;50;;
1209;ACC0274;EL-B4845;Luehdorfia;-;chinensis;-;Chine;M;50;;
1210;ACC0275;EL-B4845;Luehdorfia;-;chinensis;-;Chine;M;50;;
1211;ACC0276;EL-B4845;Luehdorfia;-;japonica;-;Japon;M;50;;
1212;ACC0277;EL-B4845;Luehdorfia;-;japonica;-;Japon;M;50;;
1213;ACC0278;EL-B4845;Luehdorfia;-;japonica;-;Japon;F;50;;
1214;ACC0279;EL-B4845;Luehdorfia;-;japonica;-;Japon;F;50;;
1215;ACC0280;B0003930;Hypermnestra;-;helios;maxima;Ouzbékistan;M;50;;
1216;ACC0281;B0003930;Hypermnestra;-;helios;maxima;Ouzbékistan;M;50;;
1217;ACC0282;B0003930;Hypermnestra;-;helios;maxima;Turkestan;F;50;;
1218;ACC0283;B0003930;Hypermnestra;-;helios;maxima;Turkestan;F;50;;
1219;ACC0284;EL-B4846;Parnassius;Driopa;ariadne;clarius;Russie;M;50;;
1220;ACC0285;EL-B4846;Parnassius;Driopa;ariadne;clarius;Russie;M;50;;
1221;ACC0286;EL-B4846;Parnassius;Driopa;ariadne;clarius;Russie;F;50;;
1222;ACC0287;EL-B4846;Parnassius;Driopa;ariadne;clarius;Russie;F;50;;
1223;ACC0288;EL-B4847;Parnassius;Driopa;clodius;clodius;USA;M;50;;
1224;ACC0289;EL-B4847;Parnassius;Driopa;clodius;clodius;USA;M;50;;
1225;ACC0290;EL-B4847;Parnassius;Driopa;clodius;clodius;USA;F;50;;
1226;ACC0291;EL-B4847;Parnassius;Driopa;clodius;clodius;USA;F;50;;
1227;ACC0292;EL-B4848;Parnassius;Driopa;mnemosyne ;hunti;France;M;50;;
1228;ACC0293;EL-B4848;Parnassius;Driopa;mnemosyne ;hunti;France;M;50;;
1229;ACC0294;EL-B4848;Parnassius;Driopa;mnemosyne ;hunti;France;F;50;;
1230;ACC0295;EL-B4848;Parnassius;Driopa;mnemosyne ;hunti;France;F;50;;
1231;ACC0296;EL-B4849;Parnassius;Driopa;eversmanni;eversmanni;Serbie;M;50;;
