id;view;coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17;coord18
ACC0390;D;44.4752564;-34.59965373;-12.15239079;1.64583634;12.50603484;-5.634536646;-10.84584295;18.23222065;-12.40401621;12.02948567;-5.121983056;2.375938174;-4.245299933;2.473623599;2.78278854;3.364924044;1.701943912;-3.653075747;-4.587422701
ACC0390;V;92.14969497;14.70148037;35.27665296;-6.956571139;70.43760088;-8.088676395;16.42278788;-6.250035883;19.68259699;-4.070435067;0.34989669;12.8799068;-13.95969854;-6.320856785;16.39714029;9.694986651;6.260113645;21.71610262;20.82177403
ACC0391;D;14.70542486;-24.18583348;0.059005201;-3.483823935;-9.676838815;-8.336268279;-10.29021944;4.917497052;5.188296649;12.39317478;0.876839056;-3.712273832;5.382925241;-7.507284105;0.125652672;-1.600417582;3.22199741;-0.934838057;0.918892283
ACC0391;V;66.1375396;17.99134916;13.93682037;-17.26666943;14.44583341;-10.05641202;-8.437721905;-7.446543447;-6.879153914;-8.719964818;7.301774376;-1.442322682;2.524681237;10.34345066;-1.818622146;-6.255465479;-0.80555454;0.765440518;-6.89138018
ACC0393;D;72.87612506;2.169579101;33.77547161;-15.47234541;23.57279728;6.061428226;-10.15394243;12.77092349;0.8561905;-5.694537993;-6.815518559;-20.82070743;3.802473271;13.17269957;-0.963504912;-7.776821027;10.2862671;-6.187819275;1.753559076
ACC0393;V;100.7488414;21.7312642;72.94240141;-2.48212492;108.8335684;38.8030349;37.36162603;38.72988584;84.68444587;9.763099534;-22.51093495;0.640288197;32.23945738;-5.745836187;-8.095149347;3.55198943;-14.13076978;-9.27563206;-6.961902281
ACC0394;D;32.64311343;-19.22977435;-1.573630949;-9.121995353;-6.42367697;-11.90860924;-10.23381973;6.097881037;-2.605226888;8.486896884;-5.825048911;1.054401177;3.899177851;-0.735460816;1.839555147;-2.480705597;5.349746489;-4.252569788;-1.689316897
ACC0394;V;74.13601141;21.76539166;31.33109974;-2.9238063;13.52066026;-9.77881623;-11.69239489;-5.664539353;3.437615007;-15.68190261;13.64940654;-3.354938111;-4.334130125;2.101211256;-9.061043321;-16.25092839;15.41633635;-0.186991726;-2.901324788
ACC0395;D;4.274016091;-20.40441188;0.607403866;-1.968198551;-7.824017882;-5.291947146;-3.382196804;1.350825459;6.74851384;9.122200939;3.41104751;-4.366026769;1.028458273;-3.806791947;-0.370071701;-2.787276018;0.84522085;-0.376958208;0.129004609
ACC0395;V;39.40976175;1.858103384;6.858740432;-22.08685769;-6.931041344;-6.952793477;-9.030802718;1.291552587;-0.767228819;5.508671519;0.408572713;-2.803476282;3.22219029;7.457647977;-0.999789872;-8.714442367;1.413274601;1.479797274;0.251441543
