id;view;coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17
ACC0213;D;16.22643158;-10.59982927;-9.270525639;-27.69970395;4.988693852;22.66322657;13.9701179;-0.223059855;12.61172919;10.46887655;-4.030199689;11.05406928;-0.597937531;-1.769960232;-0.475840823;5.375196244;-10.26312945;-0.28827289
ACC0213;V;22.76694204;13.1881845;-4.926394149;-14.30773478;-6.185551861;21.78891895;-22.56747201;-3.902422499;9.27357404;-4.242838661;-1.37332068;0.136808128;-0.875347904;-1.51523741;-0.692330875;2.369762503;-1.068941973;2.024406922
ACC0216;D;4.852016731;-0.177186228;-4.556630555;-0.318015812;-8.19071298;18.06497449;-4.225893246;5.452034845;1.86719793;-3.342141037;-0.395599032;-5.780209781;-1.918161583;-9.764230191;4.361468206;11.94797561;1.334803143;3.573655038
ACC0216;V;40.98539408;30.76317198;1.040277391;0.833687036;-7.86786797;24.68958946;-25.41591524;-6.28341376;14.28117051;-7.182597983;-11.41344805;-14.05838474;-3.317074694;-12.48239988;1.794867891;9.84029532;3.778616868;0.313544999
ACC0242;D;16.44932875;-17.33430598;-6.703780846;2.953691636;-6.365856419;12.37612505;-14.54744935;-0.413631533;-0.02296431;-3.078137202;2.306980013;-7.199740154;-3.005380473;-1.146275548;2.849092538;9.908126308;-0.208265507;10.20690245
ACC0242;V;43.43629423;-11.07157863;2.821314098;-1.188847459;-2.126346396;15.84262849;-21.03403815;-16.04661018;5.513034627;-12.57112203;6.529968154;-12.04595902;-3.352135144;-2.486553591;3.813569459;9.356527893;1.827723129;9.158843633
ACC0243;D;12.86495029;-12.82088122;-11.53152183;2.394893583;-2.651613606;13.85964142;-16.73885079;2.735053121;1.550026383;-4.030333492;2.59608178;-8.173528434;-3.224293851;-0.930561184;3.789613633;11.99435843;0.590270268;9.831168421
ACC0243;V;37.88961866;-11.58450211;-4.62175557;-7.638977191;0.891462504;13.09886473;-18.20173495;-12.25908312;5.617604808;-8.969530761;4.208093809;-4.845102958;-2.337414988;5.514619408;0.200476537;6.320757093;-0.131754535;7.644879461
ACC0244;D;27.44181863;9.278682446;-3.210719777;-7.926923833;-12.11528324;15.55660603;-24.71751084;-7.538882814;-0.514177663;-9.760280028;2.648422164;-8.260466248;2.027562196;5.829644533;1.049149191;5.672239131;-2.342146159;8.156977455
ACC0244;V;47.98442642;-7.409686126;3.195521042;-12.96084557;6.136896318;19.45767732;-19.51694083;-22.21358618;1.754128994;-11.83517459;7.024476757;-5.444623439;0.379242429;8.89593247;-0.821401068;3.2447254;-2.793437974;3.898084268
ACC0261;D;-16.55628682;-7.389047187;5.325621412;2.392330117;1.418283401;0.120531537;-4.510722349;4.294476742;0.682619578;-0.651554043;-1.278169001;-2.668474424;-0.147665512;3.220942007;1.050222924;0.66970091;1.488070767;-1.818411028
ACC0261;V;19.65637894;-2.584603643;17.28953683;-1.65054127;-28.68099853;-0.881370264;-2.945625171;-0.165637066;-8.219129912;-3.842220312;5.663475163;2.00466759;9.618495134;-8.523802943;4.335017922;-0.152209993;0.384757243;1.914531075
ACC0263;D;-15.40664177;-7.558032446;2.381988414;2.30883025;1.77332547;1.166614979;-4.542130608;5.336203983;1.051680744;-0.505396463;-0.32210792;-3.518197064;-1.506495524;3.638067454;0.454131268;1.019498524;1.468370676;-2.183340974
ACC0263;V;25.211175;-2.50943806;14.65264528;-7.330841472;-24.95891719;3.136120769;-1.000069919;0.741912145;-10.07314584;-5.837135509;5.748955577;4.394602635;6.556726637;-6.701169225;2.477235004;-2.569303024;-0.845832782;0.051354256
